orbital_period,transit_duration,transit_depth,planet_radius,planet_radiuJ,pl_masse,pl_massj,insolation,equilibrium_temp,pl_orbeccen,inclination,stellar_temp,stellar_radius,stellar_mass,st_met,stellar_logg,discoverymethod,disposition
22.122365,4,0.1357,3.715,0.33143067,12.2,0.0383853,78,809,0.075,88.6971,5393,0.969,1.122,0.119,4.517,Transit,CANDIDATE
3.287912,2.9928,10.7725,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5137,1.01769,0.87,-0.01,4.36236,Transit,FALSE POSITIVE
0.505602,1.776,41.0848,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4830,0.907577,0.78,-0.01,4.4144,Transit,FALSE POSITIVE
20.924593,1.5336,11.9088,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,2980,0.423,0.88,-0.01,4.198,Transit,CANDIDATE
1.288312,1.9896,24.1729,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3412,0.57612,0.568153,-0.01,4.67151,Transit,FALSE POSITIVE
19.581519,2.7168,8.5946,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5638,0.861,0.88,-0.01,4.525,Transit,CANDIDATE
6.854931,1.2624,1.1053,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5360,1.031,0.88,-0.01,4.343,Transit,CANDIDATE
6.854846459,1.5226064,1.62762816,15.65450044,1.39660339,12.2,0.0383853,126.5073,855.36,0.075,88.6971,4797.5,1.06192,0.88,-0.01,4.27798,Transit,CANDIDATE
4.392503,1.8,0.1357,1.11,0.09902774,12.2,0.0383853,78,809,0.075,88.6971,4707,0.669,0.705,-0.319,4.634,Transit,CANDIDATE
0.598197,1.9608,37.9663,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5132,1.2496,0.87,-0.01,4.18405,Transit,FALSE POSITIVE
2.804246,3.924,6.91,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5938.45,2.42516,1.08,-0.408,3.70201,Transit,FALSE POSITIVE
0.691617,1.9608,9.8244,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5285,1.74944,0.91,-0.01,3.91131,Transit,FALSE POSITIVE
0.540527,1.8912,33.3734,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5187.17,1.03596,0.88,-0.1545,4.35186,Transit,FALSE POSITIVE
11.349445,5.8632,5.9759,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6002,1.6958,1.11,-0.01,4.02464,Transit,FALSE POSITIVE
5.998652,10.8,8.319,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4930,2.66723,0.88,-0.01,4.4905,Transit,FALSE POSITIVE
2.883162,3.132,3.7899,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6100.45,1.21341,1.15,-0.082,4.33075,Transit,FALSE POSITIVE
0.545251,1.9608,13.922,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6074.26,1.23632,1.14,-0.556,4.31071,Transit,FALSE POSITIVE
0.493967,2.148,1.7723,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,7437,1.9409,1.7,-0.01,4.09251,Transit,FALSE POSITIVE
0.504475,1.8528,8.7373,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6963,1.35063,1.53,-0.01,4.36169,Transit,FALSE POSITIVE
0.781949,2.6016,18.6838,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5480.9,1.58567,0.96,-0.106,4.01992,Transit,FALSE POSITIVE
5.21459,4.0944,55.5674,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5457.16,0.996212,0.95,-0.445,4.41909,Transit,FALSE POSITIVE
30.921004,5.484,16.9142,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6680,1.761,0.88,-0.01,4.099,Transit,CANDIDATE
1.332797,3.924,64.5357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6519,1.06188,1.34,-0.01,4.51302,Transit,FALSE POSITIVE
0.592255,1.9608,31.2313,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5660.49,1.04814,1.01,-0.201,4.40155,Transit,FALSE POSITIVE
8.07181,3.2304,19.0291,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5709.51,1.24106,1.018,-0.1157,4.25823,Transit,FALSE POSITIVE
0.678473,1.812,5.8984,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5744.27,1.5871,1.03,-0.279,4.0497,Transit,FALSE POSITIVE
26.286249,8.7024,11.0497,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5980.95,1.31469,1.1,-0.3396,4.24181,Transit,FALSE POSITIVE
11.634988,4.4,0.1357,2.605,0.23240293,12.2,0.0383853,78,809,0.075,88.6971,6020,1.096,0.89,-0.278,4.306,Transit,CANDIDATE
0.660085,1.9608,27.3793,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4401,1.16067,0.69,-0.01,4.1475,Transit,FALSE POSITIVE
3.37433,6.12,2.3276,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4708,3.77637,0.88,-0.01,4.4905,Transit,FALSE POSITIVE
14.223889,3.6,0.1357,21.936,1.95700221,12.2,0.0383853,78,809,0.075,88.6971,5023,1.155,1.631,-0.236,4.524,Transit,CANDIDATE
10.973135,2.7,0.1357,2.67,0.23820186,12.2,0.0383853,78,809,0.075,88.6971,4940,0.697,0.823,-0.387,4.668,Transit,CANDIDATE
9.485826,15.3408,5.2542,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,FALSE POSITIVE
7.220585,5.3856,3.8587,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,FALSE POSITIVE
5.7459996,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.57,3348,0.3073,0.29,0.04,4.926,Transit,CONFIRMED
5.7459945,1.185,0.365,2.06081,0.18385347,12.2,0.0383853,3.9983,393,0.075,88.6971,3413,0.32,0.88,-0.01,4.91,Transit,CONFIRMED
5.745912,1.1328,0.3155,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3390,0.307,0.88,-0.01,4.943,Transit,CONFIRMED
5.746007,1.3368,0.365,2.025,0.1806584,11.7,0.03681232,7.2,456,0,88.57,3348,0.3073,0.29,0.04,4.926,Transit,CONFIRMED
5.7459982,1.693,0.1357,1.9,0.16950694,4,0.01258541,6.27,440.6,0,89.03,3395,0.3026,0.2952,-0.07,4.84,Transit,CONFIRMED
1.2089802,1.25976,0.0586,1.62,0.14452672,3.42,0.01076047,315,1172,0.075,85.73,4269,0.613,0.614,-0.5,4.651,Transit,CONFIRMED
1.208957,1.63,0.1357,1.75,0.15612454,12.2,0.0383853,78,1043.5,0.075,85.08,4255,0.651,0.659,-0.28,4.7,Transit,CONFIRMED
1.208966,1.281,0.1357,1.58,0.1409584,3.69,0.01161004,256,1114,0.075,88.33,4219,0.622,0.637,-0.29,4.657,Transit,CONFIRMED
1.2089765,2.7888,0.1357,1.529,0.13640848,4.87,0.01532273,294,1055,0.075,88.6971,4294,0.579,0.593,-0.26,4.682,Transit,CONFIRMED
1.209,2.7888,0.1357,1.571,0.14015523,4.89,0.01538558,78,809,0.075,88.6971,4255,0.5994,0.606,-0.28,4.7,Transit,CONFIRMED
1.2089755,1.286,0.0668,1.68645,0.15045525,12.2,0.0383853,325.749,1183,0.075,88.6971,4199,0.63,0.88,-0.01,4.65321,Transit,CONFIRMED
1.2089819,2.7888,0.1357,1.577,0.14069076,5.14,0.01617225,318,1175,0.063,86.07,4305,0.602,0.606,-0.26,4.4905,Transit,CONFIRMED
1.2089749,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,86.1,4255,0.651,0.659,-0.28,4.7,Transit,CONFIRMED
1.208974,2.7888,0.1357,1.44,0.12846842,4.28,0.01346639,78,1035.01,0.075,87.6,4236,0.58,0.62,-0.29,4.719,Transit,CONFIRMED
1.2089819,1.2648,0.1357,1.577,0.14069052,4.91,0.01544851,78,809,0,86.07,4340,0.602,0.606,-0.26,4.66,Transit,CONFIRMED
3.648083,1.8264,0.0361,1.269,0.1132126,2.42,0.00761413,72,811,0.075,88.05,4269,0.613,0.614,-0.5,4.651,Transit,CONFIRMED
3.648095,2.7888,0.1357,1.201,0.10714623,1.92,0.006041,67,730,0.075,88.6971,4294,0.579,0.593,-0.26,4.682,Transit,CONFIRMED
3.648096,2.7888,0.1357,1.241,0.11071479,1.3,0.00409026,73,813,0.094,88.19,4305,0.602,0.606,-0.26,4.4905,Transit,CONFIRMED
3.64823,1.825,0.1357,1.24,0.11062558,1.45,0.00456221,59,771,0.075,89.07,4219,0.622,0.637,-0.29,4.657,Transit,CONFIRMED
3.6480957,1.82496,0.1357,1.241,0.1107146,0.84,0.00264292,78,809,0,88.19,4340,0.602,0.606,-0.26,4.66,Transit,CONFIRMED
3.64802,2.19,0.1357,1.36,0.12133107,12.2,0.0383853,78,721.9,0.075,87.81,4255,0.651,0.659,-0.28,4.7,Transit,CONFIRMED
3.648103,2.7888,0.1357,1.13,0.10081202,1.86,0.00585221,78,715.94,0.075,89.09,4236,0.58,0.62,-0.29,4.719,Transit,CONFIRMED
3.6481145,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.19,4255,0.651,0.659,-0.28,4.7,Transit,CONFIRMED
6.2014698,1.2228,0.1357,2.022,0.18039076,4.04,0.0127112,78,809,0,87.443,4340,0.602,0.606,-0.26,4.66,Transit,CONFIRMED
6.201467,1.2264,0.0957,2.07,0.18467303,5.2,0.01636095,35.6,680,0.075,87.39,4269,0.613,0.614,-0.5,4.651,Transit,CONFIRMED
6.20183,2.7888,0.1357,1.98,0.17664407,3.02,0.00950198,34.9,675,0.075,87.41,4236,0.58,0.62,-0.29,4.7,Transit,CONFIRMED
6.20142,1.248,0.1357,2.04,0.18199692,2.35,0.00739393,29,646,0.075,87.7,4219,0.622,0.637,-0.29,4.657,Transit,CONFIRMED
6.20147,2.7888,0.1357,2.022,0.18039107,3.53,0.01110662,36,681,0.13,87.443,4305,0.602,0.606,-0.26,4.4905,Transit,CONFIRMED
6.20141,1.6,0.1357,2.1,0.18734945,12.2,0.0383853,78,604.9,0.075,87.39,4255,0.651,0.659,-0.28,4.7,Transit,CONFIRMED
6.201812,2.7888,0.1357,1.89,0.1686148,3.02,0.00950198,78,599.68,0.075,87.66,4236,0.58,0.62,-0.29,4.719,Transit,CONFIRMED
6.20183,2.7888,0.1357,1.955,0.17441372,3.42,0.01076052,33,612,0.075,88.6971,4294,0.579,0.593,-0.26,4.682,Transit,CONFIRMED
3.79985297,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,87.04,4390,0.617,0.645,-0.127,4.667,Transit,CONFIRMED
3.79985363,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,CONFIRMED
3.7999139,1.76,2.4,10.8,0.96351146,12.2,0.0383853,78,809,0.075,88.6971,4171,0.64,0.88,-0.01,4.4905,Transit,CONFIRMED
3.799847,2.7888,0.1357,10.581296,0.944,241.5508,0.76,78,818,0.074,87.04,4390,0.617,0.645,-0.127,4.667,Transit,CONFIRMED
3.799878,1.7616,2.56,11.8,1.05,12.2,0.0383853,78,809,0.075,88.6971,5293,0.693,0.88,-0.01,4.4905,Transit,CONFIRMED
3.80001,1.79808,0.1357,40,3.6,12.2,0.0383853,78,809,0.075,88.6971,4441,0.68,0.88,-0.01,4.631,Transit,CONFIRMED
3.7998529,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,CONFIRMED
3.799853582,1.8114914,2.5455085,13.26706229,1.18361006,12.2,0.0383853,88.6713,782.65,0.075,88.6971,4133.4,0.759375,0.88,-0.01,4.48806,Transit,CONFIRMED
3.7998534,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4390,0.617,0.645,-0.127,4.667,Transit,CONFIRMED
3.799847,2.7888,0.1357,10.581296,0.944,578.4506,1.82,78,809,0.66,87.04,4390,0.617,0.645,-0.127,4.4905,Transit,CONFIRMED
2.7908821,2.19,0.944,19.1,1.70398787,12.2,0.0383853,78,809,0.075,88.6971,6659,1.8,0.88,-0.01,4.4905,Transit,CONFIRMED
2.7908235,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6566,1.428,1.296,-0.077,4.24,Transit,CONFIRMED
2.790825,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,82.13,6566,1.428,1.296,-0.077,4.24,Transit,CONFIRMED
2.790862,2.3136,0.9773,16.72,1.492,12.2,0.0383853,78,809,0.075,88.6971,5293,1.439,0.88,-0.01,4.4905,Transit,CONFIRMED
2.790963,2.3,0.1357,17,1.51663842,12.2,0.0383853,3515,809,0.075,88.6971,6863,1.88,1.53,-0.01,4.08,Transit,CONFIRMED
2.7908327,2.27112,0.1357,16.432394,1.466,692.8694,2.18,78,1840,0.246,82.13,6566,1.428,1.296,-0.077,4.24,Transit,CONFIRMED
2.79082479,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,CONFIRMED
2.790833,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,82.6,6568,0.8640925,0.88,-0.01,4.26,Transit,CONFIRMED
2.7908327,2.7888,0.1357,16.432394,1.466,603.877,1.9,78,809,0.29,82.13,6566,1.428,1.296,-0.077,4.4905,Transit,CONFIRMED
2.790828527,2.2599869,1.00496939,16.75594879,1.4948682,12.2,0.0383853,1998.7812,1705.34,0.075,88.6971,6635.91,1.4707,0.88,-0.01,4.24728,Transit,CONFIRMED
2.79083,2.7888,1.1,16.92559,1.51,734.1873,2.31,78,809,0.075,82.13,6566,1.47,1.42,0,3.39,Transit,CONFIRMED
3.619188,2.7888,0.1357,18.03,1.60852886,12.2,0.0383853,78,1596,0.075,88.6971,6563,1.54,1.33,0.03,4.19,Transit,CONFIRMED
3.619192,4.4208,0.1357,10.2,0.91,12.2,0.0383853,78,809,0.075,88.6971,5293,0.89,0.88,-0.01,4.4905,Transit,CONFIRMED
3.6191634,4.36848,0.1357,16.667783,1.487,263.7989,0.83,78,809,0.075,89.03,5871,1.46198,1.06,-0.01,4.13349,Transit,CONFIRMED
3.6191613,4.3656,1.18,16.92559,1.51,270.1555,0.85,78,1637,0.34,88.31,6060,1.444,1,-0.39,4.118,Transit,CONFIRMED
3.6191546,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.3,6060,1.444,1,-0.39,4.118,Transit,CONFIRMED
3.618876868,4.3583808,1.26582719,16.6459863,1.48505799,12.2,0.0383853,1027.296,1443.92,0.075,88.6971,5871,1.46198,0.88,-0.01,4.13349,Transit,CONFIRMED
3.619167,4.3896,1.3734,17.7,1.58,12.2,0.0383853,78,809,0.075,88.6971,5293,1.51,0.88,-0.01,4.4905,Transit,CONFIRMED
3.142702,2.7888,0.1357,7.76,0.69230083,12.2,0.0383853,78,1446,0.075,88.6971,6357,1.17,1.16,-0.1,4.36,Transit,CONFIRMED
3.142846,2.7888,0.1357,8.84505104,0.7891026,12.2,0.0383853,78,809,0.075,83.11682,6235,1.29462,1.214365,0.14,4.22,Transit,CONFIRMED
3.14272,4.4808,0.1357,7.8,0.7,12.2,0.0383853,78,809,0.075,88.6971,5293,1.22,0.88,-0.01,4.4905,Transit,CONFIRMED
3.142811,4.572,0.4291,5.69,0.508,12.2,0.0383853,78,809,0.075,88.6971,5293,0.822,0.88,-0.01,4.4905,Transit,CONFIRMED
3.14324026,4.3767436,0.49689754,2.6,0.23142158,12.2,0.0383853,566.4817,1244.27,0.075,88.6971,5780,0.8640925,0.88,-0.01,4.438,Transit,CONFIRMED
3.142833,4.5576,0.47,15.13215,1.35,756.4354,2.38,78,2097,0.085,82.7,6408,2.21,1.489,-0.1,3.923,Transit,CONFIRMED
3.1428347,4.52376,0.1357,15.513256,1.384,759.6137,2.39,78,809,0.075,82.27,5293,0.8640925,0.88,-0.01,4.4905,Transit,CONFIRMED
4.174714302,3.8092867,1.40266941,13.70940899,1.22307365,12.2,0.0383853,466.8809,1185.55,0.075,88.6971,5859,1.08854,0.88,-0.01,4.38969,Transit,CONFIRMED
4.175187,3.3792,0.1357,13.4,1.2,12.2,0.0383853,78,809,0.075,88.6971,5293,1.15,0.88,-0.01,4.4905,Transit,CONFIRMED
4.175186,2.7888,0.1357,12.92,1.1526452,12.2,0.0383853,78,1203,0.075,88.6971,5950,1.1,1.1,0.15,4.4,Transit,CONFIRMED
4.1752387,3.46272,1.4,13.843115,1.235,1022.14128,3.216,561,1356,0.105,87.61,6149,1.155,1.222,0.28,4.4,Transit,CONFIRMED
4.175235,3.432,1.3791,12.77,1.139,12.2,0.0383853,78,809,0.075,88.6971,5293,1.0878,0.88,-0.01,4.4905,Transit,CONFIRMED
1.915311,3.50832,0.1357,13.1414316,1.1724,259.34928,0.816,78,809,0.075,88.94,5494,1.58042,0.963,-0.01,4.02415,Transit,CONFIRMED
1.915298,3.5592,0.1357,17.2,1.53,12.2,0.0383853,78,809,0.075,88.6971,5293,1.94,0.88,-0.01,4.4905,Transit,CONFIRMED
1.9153073,2.7888,0.1357,11.937585,1.065,261.57409,0.823,78,809,0.075,86.5,5366,1.503,1.03,0.34,4.4905,Transit,CONFIRMED
1.915291,2.7888,0.1357,13.85,1.23561424,12.2,0.0383853,78,1746,0.075,88.6971,5599,1.56,1.1,0.38,4.1,Transit,CONFIRMED
1.9153073,3.4968,0.1357,11.937585,1.065,266.02371,0.837,78,1823,0.129,86.5,5366,1.503,1.03,0.34,4.095,Transit,CONFIRMED
1.9153196,3.5496,0.847,14.42,1.286,12.2,0.0383853,78,809,0.075,88.6971,5293,1.592,0.88,-0.01,4.4905,Transit,CONFIRMED
1.915525758,3.5663951,0.73831867,13.74175585,1.22595945,12.2,0.0383853,2292.0839,1764.73,0.075,88.6971,5494,1.58042,0.88,-0.01,4.02415,Transit,CONFIRMED
9.5521,3.96,0.1357,2.23,0.19894727,12.2,0.0383853,240,809,0.075,88.4,6290,1.18,1.07,-0.24,4.29,Transit,CONFIRMED
9.55804,3.5,0.03,2.32,0.20697654,12.2,0.0383853,78,1046,0.075,88.6971,6277,1.29,1.08,-0.22,4.25,Transit,CONFIRMED
9.55385,3.816,0.1357,2.4,0.214,12.2,0.0383853,78,1146,0.31,87.62,6254,1.281,1.027,-0.278,4.234,Transit,CONFIRMED
9.554515,2.7888,0.1357,2.32948654,0.20782287,12.2,0.0383853,78,809,0.075,88.50403,6321,1.273595,1.119172,-0.23,4.19,Transit,CONFIRMED
9.55287,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0,88.6971,6364,1.269,0.88,-0.01,4.4905,Transit,CONFIRMED
9.55237,3.775,0.1357,2.44,0.21768222,12.6,0.03964383,78,1153,0.093,87.54,6327,1.296,1.091,-0.311,4.252,Transit,CONFIRMED
9.55288,2.7888,0.1357,2.4,0.21411403,10.5,0.03303669,277,1040,0.075,88.6971,6364,1.269,1.154,-0.22,4.291,Transit,CONFIRMED
21.05652,2.7888,0.1357,4.379,0.39066889,12,0.03775622,97,799,0.075,88.6971,6364,1.269,1.154,-0.22,4.291,Transit,CONFIRMED
21.056614,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,89.4,6290,1.18,1.07,-0.24,4.29,Transit,CONFIRMED
21.057504,2.7888,0.1357,4.29405386,0.38308983,12.2,0.0383853,78,809,0.075,89.25565,6321,1.273595,1.119172,-0.23,4.19,Transit,CONFIRMED
21.0576,4.693,0.1357,3.95,0.3523954,12.2,0.0383853,83,809,0.075,89.42,6290,1.18,1.07,-0.24,4.29,Transit,CONFIRMED
21.05731,2.7888,0.1357,4.98,0.44428661,14.6,0.04593674,78,809,0.052,88.17,6256,1.31,1.079,-0.276,4.235,Transit,CONFIRMED
21.05683,4.3776,0.0992,4.05,0.3613168,12.2,0.0383853,78,809,0.075,88.6971,6498,1.2427,1.33,-0.01,4.37319,Transit,CONFIRMED
21.05603,2.7888,0.1357,4.786,0.42697832,12.2,0.0383853,78,809,0.075,88.304,6244,1.299,1.024,-0.27,4.4905,Transit,CONFIRMED
21.05652,4.728,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0,88.89,6364,1.269,0.88,-0.01,4.4905,Transit,CONFIRMED
21.05704,4.638,0.1357,4.35,0.38808101,15.2,0.04782431,78,886,0.22,88.61,6327,1.296,1.091,-0.311,4.252,Transit,CONFIRMED
21.05788,4.4,0.1,4.31,0.38451245,12.2,0.0383853,78,804,0.075,88.6971,6277,1.29,1.08,-0.22,4.25,Transit,CONFIRMED
21.058,4.728,0.1357,4.4,0.393,12.2,0.0383853,78,874,0.18,88.48,6254,1.281,1.027,-0.278,4.234,Transit,CONFIRMED
1.62116,3.28,0.00575,1.31,0.11687057,4.04,0.01271126,78,2130,0,85.8,5799,1.59,1.04,-0.03,4.05,Transit,CONFIRMED
479.9,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,370,0.477,88.6971,5799,1.59,1.04,-0.03,4.05,Radial Velocity,CONFIRMED
10.6413,2.7888,0.1357,0.91,0.0811849,4.1,0.01290004,78,968,0.06,86.7,5784,1.147,1.013,0.05,4.32,Radial Velocity,CONFIRMED
36.57669,2.7888,0.1357,2.42,0.21589831,10.4,0.03272206,78,641,0.02,89.8,5784,1.147,1.013,0.05,4.32,Transit,CONFIRMED
138.0731,2.7888,0.1357,2.4,0.21411403,4.2,0.01321468,78,411,0.04,89.9,5784,1.147,1.013,0.05,4.32,Transit,CONFIRMED
0.959641,2.7888,0.1357,1.67,0.14898768,4.97,0.01563737,1650,1774,0,83.4,5261,0.88,0.837,0.04,4.4905,Transit,CONFIRMED
6.738783,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,CONFIRMED
0.959641,2.7888,0.1357,1.7,0.1516641,5.02,0.01579469,1625,1608,0.075,88.6971,5261,0.872,0.866,0.04,4.47,Transit,CONFIRMED
0.959628,1.65,0.1357,1.557,0.13890624,12.2,0.0383853,78,1860,0.075,88.4,5370,0.828,0.883,0,4.52,Transit,CONFIRMED
0.96,2.7888,0.1357,1.626,0.145062,5.59,0.01758802,78,809,0.075,88.6971,5261,0.88,0.837,0.04,4.47,Transit,CONFIRMED
0.959641,1.622,0.0294,1.7,0.15166384,5.02,0.01579461,1625,809,0,83.4,5261,0.86,0.86,0.04,4.47,Transit,CONFIRMED
0.959628,1.6488,0.1357,1.8,0.16,12.2,0.0383853,78,809,0.075,88.6971,5293,0.88,0.88,-0.01,4.4905,Transit,CONFIRMED
0.959665,2.7888,0.1357,1.62377492,0.1448635,12.2,0.0383853,78,809,0.075,83.83362,5366,0.836616,0.89032,-0.01,4.54,Transit,CONFIRMED
0.959624,2.7888,0.1357,1.7,0.15166384,12.2,0.0383853,78,1669,0.075,88.6971,5528,0.87,0.94,-0.02,4.53,Transit,CONFIRMED
0.959632,1.65,0.1357,1.574,0.14042312,5.69,0.01790274,78,1759,0,88.6,5286,0.835,0.877,0.03,4.51,Transit,CONFIRMED
0.959622,2.7888,0.1357,1.6,0.14274268,12.2,0.0383853,78,809,0.075,90.2,5438,0.83,0.88,-0.1,4.6,Transit,CONFIRMED
0.95965428,1.609,0.1357,1.627,0.14515147,4.73,0.01488224,78,1777,0.1,87.59,5300,0.871,0.852,0.037,4.47,Transit,CONFIRMED
6.738783,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,CONFIRMED
29.875221,2.7888,0.1357,2.3,0.20519261,12.2,0.0383853,78,809,0.075,90,5438,0.83,0.88,-0.1,4.6,Transit,CONFIRMED
29.84622,4.81,0.1357,2.74,0.24444685,8.33,0.02620911,78,548,0.05,89.6,5286,0.835,0.877,0.03,4.51,Transit,CONFIRMED
29.839835,5.0592,0.1357,3,0.27,12.2,0.0383853,78,809,0.075,88.6971,5293,0.88,0.88,-0.01,4.4905,Transit,CONFIRMED
29.8454,5.15,0.0946,3.01,0.26853421,9.8,0.03083409,16.6,809,0.267,89.3,5261,0.86,0.86,0.04,4.47,Transit,CONFIRMED
29.8454,2.7888,0.1357,3,0.26764253,11.13,0.0350189,16.9,564,0.06,89.3,5261,0.88,0.837,0.04,4.4905,Transit,CONFIRMED
29.83832,2.7888,0.1357,2.86,0.25515211,12.2,0.0383853,78,531,0.075,88.6971,5528,0.87,0.94,-0.02,4.53,Transit,CONFIRMED
29.8454,4.81,0.1357,2.85,0.25425997,12.2,0.0383853,78,500,0.075,89.27,5370,0.828,0.883,0,4.52,Transit,CONFIRMED
29.844982,2.7888,0.1357,2.83066164,0.25253472,12.2,0.0383853,78,809,0.075,89.32952,5366,0.836616,0.89032,-0.01,4.54,Transit,CONFIRMED
29.8464948,4.869,0.1357,2.923,0.26077304,10.67,0.03357157,78,565,0.15,89.421,5300,0.871,0.852,0.037,4.47,Transit,CONFIRMED
29.8454,2.7888,0.1357,3.01,0.26853468,9.8,0.03083425,16.6,511,0.075,88.6971,5261,0.872,0.866,0.04,4.47,Transit,CONFIRMED
6.738783,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,89.5,5293,0.8640925,0.88,-0.01,4.4905,Transit,CONFIRMED
8.4112,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.12,88.6971,5261,0.88,0.837,0.04,4.4905,Radial Velocity,CONFIRMED
8.4783,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,859.5,0.44,88.6971,5300,0.871,0.852,0.037,4.47,Radial Velocity,CONFIRMED
8.509,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,88.9,809,0.36,88.6971,5261,0.86,0.86,0.04,4.47,Radial Velocity,CONFIRMED
8.509,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,88.9,776,0.075,88.6971,5261,0.872,0.866,0.04,4.47,Radial Velocity,CONFIRMED
102.09,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,374.8,0.6,88.6971,5300,0.871,0.852,0.037,4.47,Radial Velocity,CONFIRMED
96.63,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.15,88.6971,5261,0.88,0.837,0.04,4.4905,Radial Velocity,CONFIRMED
15.611,3.304,0.1357,2.884,0.25729369,10.48,0.03297377,78,911,0.03,88.082,6252.6,1.22,1.2,0.143,4.372,Transit,CONFIRMED
15.61136333,3.2002615,0.05204898,2.90333467,0.25901862,12.2,0.0383853,111.9729,829.66,0.075,88.6971,6061.77,1.22568,0.88,-0.01,4.31439,Transit,CONFIRMED
15.613426,3.0144,0.0362,3,0.3,12.2,0.0383853,78,809,0.075,88.6971,6460,1.438,0.88,-0.01,4.264,Transit,CONFIRMED
15.604,2.7888,0.1357,2.6,0.23142158,12.43,0.03910915,78,809,0,88.6971,6148,1.22,1.19,0.16,4.36,Transit,CONFIRMED
0.719573,2.7888,0.1357,1.613,0.14390247,5.72,0.01799713,6130,2463,0,82.1,5959,1.22,1.18,0.255,4.4905,Transit,CONFIRMED
0.719597,1.5336,0.0149,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6080,1.224,0.88,-0.01,4.338,Transit,CONFIRMED
